4-LETTER WORDS,5-LETTER WORDS,6-LETTER WORDS,7-LETTER WORDS,8-LETTER WORDS
spur n.刺激；马刺；山坡,event n.大事；项目；结果,mighty n.有势力的人,balance vt.结算；使平衡；使相称,donation n.捐赠；捐赠物
spur vt.鞭策；给…装踢马刺,vital adj.有活力的；至关重要的；生死攸关的,muscle n.肌肉；力量,balance vi.相称；抵销；保持平衡,province n.省；领域；职权
spur vi.骑马疾驰；给予刺激,match vt.相配；使比赛；使相配,muscle vt.加强；使劲搬动；使劲挤出,achieve vt.取得；获得,spectrum n.光谱；频谱
urge n.推动力；迫切要求,match vi.比赛；匹配,muscle vi.使劲行进,achieve vt.实现；成功,spectrum n.范围；余象
urge vi.强烈要求,match vi.相称；相比,compel vt.迫使；强使发生,achieve vi.如愿以偿,variable n.变量；可变因素
urge vt.催促；推进,match n.竞赛；匹配,propel vt.推进；驱使,fulfill vt.履行；实现,variable adj.变量的；可变的
chop n.砍；排骨,match n.对手；火柴,propel vt.激励；驱策,fulfill vt.满足；使结束（等于fulfil）,variable adj.多变的；畸变的
chop n.商标；削球,noble adj.高尚的；贵族的,impose vt.强加；征税；以…欺骗,economy n.经济；节约；理财,sensible n.；敏感的人；可感觉到的东西
chop vt.砍；剁碎,noble adj.惰性的；宏伟的,impose vi.利用；欺骗；施加影响,thrifty adj.节约的；茂盛的；成功的,sensible adj.；明智的；通情达理的
clip vi.剪；修剪；迅速行动,noble n.贵族,oblige vt.迫使；强制；责成,remnant n.剩余,pressure n.压力；压强
clip n.修剪；剪报,noble vt.抓住；逮捕,oblige vi.帮忙；施恩惠,remnant adj.剩余的,pressure vt.迫使；密封；使……增压
clip n.回纹针；（塑料或金属的）夹子,stare n.凝视；注视,border n.边境；边界；国界,survive vi.幸存；活下来,emphasis n.重点；强调；加强语气
clip vt.剪；剪掉,stare vt.盯着看,border vt.接近；与…接壤；在…上镶边,survive vt.幸存；生还,surprise n.诧异；突然袭击
clip vt.缩短；用夹子夹在某物上,stare vi.显眼；盯着看,border vi.接界；近似,survive vt.幸免于；比...活得长,surprise adj.令人惊讶的
slit n.裂缝；投币口,risky adj.危险的；冒险的；（作品等）有伤风化的,relate vt.叙述；使…有联系,attempt n.试图；攻击,surprise vt.奇袭；使惊奇
slit vt.撕裂；使有狭缝,trend n.倾向；走向,relate vi.涉及；认同,attempt vt.试图；尝试,astonish vt.使惊讶
slit vi.纵裂,trend vt.使…趋向,relate vi.符合；与…有某种联系,enforce vt.执行；强制,stunning adj.极好的；使人晕倒的；震耳欲聋的
drop n.滴；落下；空投,trend vi.伸向,stance n.立场；姿态,limited adj.有限的,stunning v.把…打昏；使震耳欲聋；使大吃一惊（stun的ing形式）
drop vt.滴；使降低,tidal adj.潮汐的；有关潮水的；定时涨落的,stance n.位置；准备击球姿势,limited n.高级快车,aversion n.厌恶；讨厌的人
drop vt.使终止；随口漏出,craze n.狂热,modern adj.近代的；时髦的,confine n.边界；约束；限制,escapism n.空想；逃避主义
drop vi.下降；终止,craze vt.使发狂；使产生纹裂,modern n.现代人；有思想的人,confine vt.限制；禁闭,incident n.事变；插曲
sink n.水槽；洗涤槽；污水坑,craze vi.发狂；产生纹裂,confer vt.授予；给予,linkage n.连接；结合,incident adj.入射的；附带的；伴随而来的
sink vi.下沉；消沉；渗透,crazy adj.疯狂的；着迷的,confer vi.协商,linkage n.联接；联动装置,occasion n.机会；场合；理由
sink vt.挖掘；使下沉；使低落,style n.风格；时尚,accord n.符合；一致,bondage n.束缚；奴役身份,occasion vt.惹起
date n.日期；约会,style n.类型；字体,accord n.协议；自愿,connect vt.连接；联合；关连,campaign n.运动；活动；战役
date n.年代；枣椰子,style vt.设计；称呼；使合潮流,accord vt.给予；使一致,connect vi.连结；联合,campaign vi.作战；参加竞选；参加活动
date vt.和…约会；确定…年代,style vi.设计式样；用刻刀作装饰画,accord vi.符合；一致,setting n.环境；安装,vitality n.生气；生动性
date vi.过时；注明日期；始于（某一历史时期）,total n.合计,donate n.捐赠；捐献,setting n.布置；沉落,integral n.积分；部分；完整
term n.术语；学期；期限,total adj.全部的；完全的；整个的,donate vt.捐赠；捐献,setting v.放置；沉没；使…处于某位置（set的ing形式）,integral adj.积分的；整体的；构成整体所必须的
term vt.把…叫做,total vt.总数达,donate vi.捐赠；捐献,posture n.姿势；态度；情形,nobility n.贵族；高贵；高尚
seed n.种子；根据；精液,total vi.合计,submit vi.提交；服从,posture vt.作…的姿势,capacity n.能力；容量
seed vt.播种；结实,check n.抑制；核对；<美>支票,submit vt.主张；呈递；使服从,posture vi.摆姿势,capacity n.地位；生产力
seed vt.成熟；去…籽,check vi.查核；中止,sphere n.范围；球体,present n.现在；礼物；瞄准,possible n.可能性；合适的人；可能的事物
seed vi.播种；（植物）结实,check vi.打勾；将一军,sphere adj.球体的,present adj.现在的；出席的,possible adj.可能的；合理的；合适的
root n.根；根源,check vt.核对；抑制；在…上打勾,sphere vt.包围；放入球内；使…成球形,present vt.提出；介绍,possibly adv.也许；大概；可能地
root n.词根；祖先,boost n.推动；帮助；宣扬,wander vi.徘徊；漫步,present vt.呈现；赠送,probable n.很可能的事；大有希望的候选者
root vt.固定；根源在于,boost vi.宣扬；偷窃,wander vi.迷路；离题,present vi.举枪瞄准,probable adj.可信的；很可能的
root vi.生根；根除,boost vt.促进；增加；支援,wander vt.漫游,current n.趋势；涌流；电）流,probably adv.大概；或许；很可能
goal n.目标；终点；得分数,stick n.棍；手杖；呆头呆脑的人,wisdom n.才智；明智,current adj.现在的；通用的,threaten vt.威胁；恐吓；预示
goal vi.射门得分,stick vi.坚持；伸出；粘住,wisdom n.学识；至理名言,current adj.最近的；草写的,threaten vi.威胁；可能来临
odds n.几率；胜算,stick vt.戳；伸出；粘贴,sanity n.明智；头脑清楚,horizon n.视野；眼界,endanger vt.危及；使遭到危险
odds n.差别；不平等,paste n.膏；浆糊,sanity n.精神健全；通情达理,horizon n.范围；地平线,champion n.冠军；战士；拥护者
pair n.一副,paste vt.裱糊；用浆糊粘,stress n.压力；强调；紧张,variant n.变体；转化,champion adj.优胜的；第一流的
pair vt.把…组成一对,cling vi.墨守；紧贴；附着,stress vt.强调；使紧张,variant adj.不同的；多样的,champion vt.支持；拥护
ruin n.废墟；毁坏；灭亡,frame n.框架；结构；画面,stress vt.加压力于；用重音读,various adj.多方面的；各种各样的,advocate n.律师；提倡者；支持者
ruin vt.毁灭；使破产,frame adj.有木架的；有构架的,strain n.张力；拉紧；负担,variety n.多样；种类,advocate vt.拥护
ruin vi.破产；堕落；被毁灭,frame vt.设计；建造,strain vt.拉紧；滥用,variety n.杂耍；多样化,advocacy n.主张；拥护；辩护
harm n.伤害；损害,frame vt.陷害；使…适合,strain vt.滤去；竭力,tension n.拉力；不安；电压,tendency n.趋势；癖好
harm vt.伤害；危害；损害,frame vi.有成功希望,strain vi.拉紧；尽力,tension vt.使紧张；使拉紧,inclined v.使…倾向（incline的过去分词）
rely vi.依靠；信赖,handy adj.便利的；就近的,strain n.种类；（植物、动物的）品种,amazing adj.令人惊异的,inclined adj.趋向于…的
wipe n.擦拭；用力打,handy adj.敏捷的；容易取得的,wonder n.惊奇；奇迹；惊愕,amazing v.使吃惊（amaze的ing形式）,careless adj.粗心的；淡漠的；无忧无虑的
wipe vi.擦；打,board n.木板；甲板,wonder adj.奇妙的；非凡的,stagger n.蹒跚；交错安排,quantity n.数量；大量；总量
wipe vt.擦；消除；涂上,board n.膳食；董事会,wonder vi.怀疑；惊讶；想知道,stagger vt.蹒跚；使交错；使犹豫,quantify vt.量化；为…定量；确定数量
lift vt.举起；提升；鼓舞,board vt.用板盖上；给提供膳宿；上（飞机、车、船等）,wonder vt.怀疑；惊奇；对…感到惊讶,stagger adj.交错的；错开的,quantify vi.量化；定量
lift vi.消散；升起；耸立,board vi.寄宿,escape n.逃跑；逃亡；逃走,stagger vi.蹒跚；犹豫,shoulder n.肩膀；肩部
lift n.电梯；举起,guide n.指南；向导；入门书,escape vi.逃脱；避开；溜走,awesome adj.可怕的；极好的,shoulder vi.用肩顶
lift n.搭车；起重机,guide vt.引导；带领；操纵,escape vt.避免；被忘掉；被忽视,awesome adj.令人敬畏的；使人畏惧的,shoulder vt.承担
oath n.誓约；咒骂,guide vi.担任向导,costly adj.昂贵的；代价高的,refrain n.副歌；重复,screener n.筛选器；筛分工
leak n.泄漏；裂缝,usher n.门房；带位员；接待员,charge n.费用；电荷；掌管,refrain vi.克制；避免；制止,screener n.过滤网；掩护队员
leak vt.泄露,usher vi.作招待员；当引座员,charge vt.指责；装载；使充电,evasive adj.逃避的；托辞的；推托的,detailed adj.精细的；详尽的
leak vi.渗；泄漏出去,usher vt.招待；迎接；开辟,charge vi.充电；控告；索价,evasion n.逃避；回避；借口,detailed v.详细说明（detail的过去分词）
sign n.迹象；符号；记号,fancy n.幻想；爱好；想象力,obtain vi.获得；流行,expense n.代价；消费；开支,monetary adj.货币的；财政的
sign vt.签署；示意,fancy adj.想象的；奇特的,obtain vt.获得,expense vt.向…收取费用,advanced adj.先进的；高级的
sign vi.签署；签名,fancy adj.昂贵的；精选的,derive vt.源于；得自；获得,expense vi.被花掉,advanced adj.晚期的；年老的
clue n.线索；（故事等的）情节,fancy vt.想象；喜爱,derive vi.起源,episode n.插曲；插话,advanced v.前进；增加；上涨（advance的过去式和过去分词形式）
clue vt.为…提供线索；为…提供情况,fancy vt.设想；自负,output n.产量；出产；输出量,episode n.一段情节；有趣的事件,expedite vt.加快；促进；发出
wave n.波动；波浪；高潮,fancy vi.幻想；想象,output vt.输出,explain v.说明；解释,expedite adj.畅通的；迅速的；方便的
wave vt.卷（烫）发；使成波浪形；向…挥手示意,stuff n.东西；材料,fellow n.家伙；朋友,acquire vt.获得；取得,stimulus n.刺激；激励；刺激物
wave vi.波动；起伏；摇动,stuff n.填充物；素材资料,fellow n.同事；会员,acquire vt.学到；捕获,elevator n.电梯；升降机
mark n.标志；马克；符号,stuff vt.塞满；填塞；让吃饱,fellow adj.同事的；同道的,support n.维持；供养；支撑物,elevator n.升降舵；起卸机
mark vi.作记号,stuff vi.吃得过多,fellow vt.使…与另一个对等；使…与另一个匹敌,support vt.支援；帮助；供养,downturn n.低迷时期；衰退（经济方面）
mark vt..标志；打分数；做标记于,print n.印章；印记；印刷业,likely adj.合适的；很可能的；有希望的,endorse vt.背书；认可；签署,critical adj.鉴定的；临界的；危险的
mark n.,print vt.印刷；打印；刊载,likely adv.或许；很可能,incline n.倾斜；斜面；斜坡,striking v.打（strike的ing形式）
norm n.规范,print vi.印刷；出版；用印刷体写,reform n.改良；改正,incline vt.使倾斜；使倾向于,striking adj.惊人的；打击的；罢工的
rank n.排；等级,stamp n.邮票；印记,reform adj.改革的；改革教会的,incline vi.倾斜；倾向；易于,relevant adj.相关的；切题的；中肯的
rank n.军衔；队列,stamp n.标志；跺脚,reform vt.革新；重新组成,careful adj.小心的,attached v.附上（attach的过去分词）
rank adj.讨厌的；恶臭的；繁茂的,stamp vt.铭记；标出；盖章于…,reform vi.重组；改过,fashion n.时尚；时装,attached adj.附加的；充满爱心的
rank vt.排列；把…分等,stamp vi.跺脚；捣碎；毁掉,threat n.恐吓；凶兆,fashion n.样式；时髦人物,receiver n.接收器；接受者
